Date,Engine,Press_Alt,IOAT,IAS,TQ,Np,T5,Ng,Wf,Oil_Temp,Oil_Press
2026-03-29,PK-OCG/RH [SN: PC-E106] PERINTIS,11582.0,-9.2,133.9,41.9,75.0,610.2,91.91,264.7,72.3,90.8
2026-03-30,PK-OCG/RH [SN: PC-E106] PERINTIS,4543.0,7.2,135.1,44.4,75.0,621.7,92.04,287.0,72.8,91.6
2026-03-31,PK-OCG/RH [SN: PC-E106] PERINTIS,11188.0,-7.0,133.8,42.0,75.0,612.0,91.9,266.6,72.2,91.0
2026-04-01,PK-OCG/RH [SN: PC-E106] PERINTIS,2918.0,8.5,140.9,43.3,75.0,620.9,91.85,284.3,73.3,91.6
2026-04-02,PK-OCG/RH [SN: PC-E106] PERINTIS,9208.0,-3.3,141.4,43.4,75.0,615.2,92.02,275.0,72.5,91.0
2026-04-03,PK-OCG/RH [SN: PC-E106] PERINTIS,8509.0,-3.6,135.7,44.3,75.0,616.9,92.24,277.2,72.8,90.6
2026-04-04,PK-OCG/RH [SN: PC-E106] PERINTIS,8479.0,-3.0,131.5,41.0,75.0,611.2,91.69,267.5,72.9,90.9
2026-04-05,PK-OCG/RH [SN: PC-E106] PERINTIS,7734.0,0.5,141.4,43.0,75.0,616.0,91.93,277.2,72.7,90.7
2026-04-06,PK-OCG/RH [SN: PC-E106] PERINTIS,8544.0,-0.8,135.1,44.1,75.0,617.8,92.18,278.6,73.0,91.8
2026-04-07,PK-OCG/RH [SN: PC-E106] PERINTIS,4079.0,8.0,128.5,44.2,75.0,621.9,92.03,286.4,73.3,90.9
2026-04-08,PK-OCG/RH [SN: PC-E106] PERINTIS,11718.0,-8.2,129.0,42.4,75.0,611.1,92.01,266.7,72.8,91.0
2026-04-09,PK-OCG/RH [SN: PC-E106] PERINTIS,2192.0,11.3,133.4,41.8,75.0,619.2,91.6,281.7,72.4,91.0
2026-04-10,PK-OCG/RH [SN: PC-E106] PERINTIS,10070.0,-4.5,139.4,41.5,75.0,611.9,91.8,267.3,72.8,90.9
